"","Country","Lat","Long","date","val","diff","Countr_id"
"3024","Saudi Arabia",24,45,2020-03-03,1,1,120
"3025","Senegal",14.4974,-14.4524,2020-03-03,2,1,121
"3026","Argentina",-38.4161,-63.6167,2020-03-03,1,0,6
"3027","Chile",-35.6751,-71.543,2020-03-03,1,0,28
"3028","Jordan",31.24,36.51,2020-03-03,1,0,75
"3029","Ukraine",48.3794,31.1656,2020-03-03,1,0,140
"3030","Canada",51.2538,-85.3232,2020-03-03,20,37,25
"3031","Canada",52.9399,-73.5491,2020-03-03,1,37,25
"3032","US",35.4437,139.638,2020-03-03,45,41,144
"3033","China",30.9756,112.2707,2020-03-03,67217,41,29
"3034","Iran",32,53,2020-03-03,2336,13,67
"3035","Korea, South",36,128,2020-03-03,5186,41,78
"3036","France",46.2276,2.2137,2020-03-03,204,39,50
"3037","China",23.3417,113.4244,2020-03-03,1350,41,29
"3038","China",33.882,113.614,2020-03-03,1272,41,29
"3039","China",29.1832,120.0934,2020-03-03,1213,41,29
"3040","China",27.6104,111.7088,2020-03-03,1018,41,29
"3041","China",31.8257,117.2264,2020-03-03,990,41,29
"3042","China",27.614,115.7221,2020-03-03,935,41,29
"3043","China",36.3427,118.1498,2020-03-03,758,41,29
"3044","Cruise Ship",35.4437,139.638,2020-03-03,706,25,36
"3045","China",32.9711,119.455,2020-03-03,631,41,29
"3046","China",30.0572,107.874,2020-03-03,576,41,29
"3047","China",30.6171,102.7103,2020-03-03,538,41,29
"3048","China",47.862,127.7615,2020-03-03,480,41,29
"3049","Denmark",56.2639,9.5018,2020-03-03,6,5,41
"3050","China",40.1824,116.4142,2020-03-03,414,41,29
"3051","China",31.202,121.4491,2020-03-03,338,41,29
"3052","China",39.549,116.1306,2020-03-03,318,41,29
"3053","China",26.0789,117.9874,2020-03-03,296,41,29
"3054","China",23.8298,108.7881,2020-03-03,252,41,29
"3055","China",35.1917,108.8701,2020-03-03,245,41,29
"3056","China",24.974,101.487,2020-03-03,174,41,29
"3057","China",19.1959,109.7453,2020-03-03,168,41,29
"3058","China",26.8154,106.8748,2020-03-03,146,41,29
"3059","China",39.3054,117.323,2020-03-03,136,41,29
"3060","China",37.5777,112.2922,2020-03-03,133,41,29
"3061","China",37.8099,101.0583,2020-03-03,91,41,29
"3062","China",22.3,114.2,2020-03-03,100,41,29
"3063","China",41.2956,122.6085,2020-03-03,125,41,29
"3064","China",43.6661,126.1923,2020-03-03,93,41,29
"3065","Czechia",49.8175,15.473,2020-03-03,5,2,40
"3066","China",41.1129,85.2401,2020-03-03,76,41,29
"3067","China",44.0935,113.9448,2020-03-03,75,41,29
"3068","China",37.2692,106.1655,2020-03-03,74,41,29
"3069","Taiwan*",23.7,121,2020-03-03,42,41,134
"3070","Vietnam",16,108,2020-03-03,16,40,147
"3071","Russia",60,90,2020-03-03,3,32,115
"3072","China",35.7452,95.9956,2020-03-03,18,41,29
"3073","China",22.1667,113.55,2020-03-03,10,41,29
"3074","China",31.6927,88.0924,2020-03-03,1,41,29
"3075","US",37.6017,-121.7195,2020-03-03,1,41,144
"3076","US",41.8882,-71.4774,2020-03-03,2,41,144
"3077","US",37.3541,-121.9552,2020-03-03,11,41,144
"3078","US",40.7128,-74.006,2020-03-03,1,41,144
"3079","US",42.3601,-71.0589,2020-03-03,1,41,144
"3080","US",33.7879,-117.8531,2020-03-03,1,41,144
"3081","US",42.1767,-71.1449,2020-03-03,1,41,144
"3082","US",33.2918,-112.4291,2020-03-03,1,41,144
"3083","US",35.8032,-78.5661,2020-03-03,1,41,144
"3084","US",41.122,-73.7949,2020-03-03,1,41,144
"3085","US",43.9088,-71.826,2020-03-03,2,41,144
"3086","US",27.9904,-82.3018,2020-03-03,2,41,144
"3087","US",39.0916,-120.8039,2020-03-03,1,41,144
"3088","US",37.563,-122.3255,2020-03-03,2,41,144
"3089","US",38.578,-122.9888,2020-03-03,1,41,144
"3090","US",45.775,-118.7606,2020-03-03,1,41,144
"3091","US",33.8034,-84.3963,2020-03-03,2,41,144
"3092","US",45.547,-123.1386,2020-03-03,2,41,144
"3093","US",48.033,-121.8339,2020-03-03,6,41,144
"3094","US",40.745,-123.8695,2020-03-03,1,41,144
"3095","US",38.4747,-121.3542,2020-03-03,2,41,144
"3096","US",32.7157,-117.1611,2020-03-03,2,41,144
"3097","US",36.5761,-120.9876,2020-03-03,2,41,144
"3098","US",34.0522,-118.2437,2020-03-03,1,41,144
"3099","US",47.6062,-122.3321,2020-03-03,21,41,144
"3100","US",41.7377,-87.6976,2020-03-03,4,41,144
"3101","United Kingdom",55.3781,-3.436,2020-03-03,51,32,142
"3102","Thailand",15,101,2020-03-04,43,42,135
"3103","Japan",36,138,2020-03-04,331,42,73
"3104","Singapore",1.2833,103.8333,2020-03-04,110,41,124
"3105","Nepal",28.1667,84.25,2020-03-04,1,39,97
"3106","Malaysia",2.5,112.5,2020-03-04,50,39,86
"3107","Canada",49.2827,-123.1207,2020-03-04,12,38,25
"3108","Australia",-33.8688,151.2093,2020-03-04,22,38,9
"3109","Australia",-37.8136,144.9631,2020-03-04,10,38,9
"3110","Australia",-28.0167,153.4,2020-03-04,11,38,9
"3111","Cambodia",11.55,104.9167,2020-03-04,1,37,23
"3112","Sri Lanka",7,81,2020-03-04,1,37,129
"3113","Germany",51,9,2020-03-04,262,37,53
"3114","Finland",64,26,2020-03-04,6,35,49
"3115","United Arab Emirates",24,54,2020-03-04,27,35,141
"3116","Philippines",13,122,2020-03-04,3,34,109
"3117","India",21,78,2020-03-04,28,34,65
"3118","Italy",43,12,2020-03-04,3089,33,71
"3119","Sweden",63,16,2020-03-04,35,33,132
"3120","Spain",40,-4,2020-03-04,222,32,128
"3121","Australia",-34.9285,138.6007,2020-03-04,5,38,9
"3122","Belgium",50.8333,4,2020-03-04,23,29,15
"3123","Egypt",26,30,2020-03-04,2,19,44
"3124","Lebanon",33.8547,35.8623,2020-03-04,13,12,82
"3125","Iraq",33,44,2020-03-04,35,9,68
"3126","Oman",21,57,2020-03-04,15,9,104
"3127","Afghanistan",33,65,2020-03-04,1,9,1
"3128","Bahrain",26.0275,50.55,2020-03-04,52,9,12
"3129","Kuwait",29.5,47.75,2020-03-04,56,9,80
"3130","Algeria",28.0339,1.6596,2020-03-04,12,8,3
"3131","Croatia",45.1,15.2,2020-03-04,10,8,35
"3132","Switzerland",46.8182,8.2275,2020-03-04,90,8,133
"3133","Austria",47.5162,14.5501,2020-03-04,29,8,10
"3134","Israel",31,35,2020-03-04,15,12,70
"3135","Pakistan",30.3753,69.3451,2020-03-04,5,7,105
"3136","Brazil",-14.235,-51.9253,2020-03-04,4,7,19
"3137","Georgia",42.3154,43.3569,2020-03-04,3,7,52
"3138","Greece",39.0742,21.8243,2020-03-04,9,7,55
"3139","North Macedonia",41.6086,21.7453,2020-03-04,1,7,101
"3140","Norway",60.472,8.4689,2020-03-04,56,7,102
"3141","Romania",45.9432,24.9668,2020-03-04,4,7,114
"3142","Estonia",58.5953,25.0136,2020-03-04,2,6,46
"3143","Netherlands",52.1326,5.2913,2020-03-04,38,6,98
"3144","San Marino",43.9424,12.4578,2020-03-04,16,6,119
"3145","Belarus",53.7098,27.9534,2020-03-04,6,5,14
"3146","Iceland",64.9631,-19.0208,2020-03-04,26,5,64
"3147","Lithuania",55.1694,23.8813,2020-03-04,1,5,84
"3148","Mexico",23.6345,-102.5528,2020-03-04,5,5,91
"3149","New Zealand",-40.9006,174.886,2020-03-04,3,5,99
"3150","Nigeria",9.082,8.6753,2020-03-04,1,5,100
"3151","Australia",-31.9505,115.8605,2020-03-04,2,38,9
"3152","Ireland",53.1424,-7.6921,2020-03-04,6,4,69
"3153","Luxembourg",49.8153,6.1296,2020-03-04,1,4,85
"3154","Monaco",43.7333,7.4167,2020-03-04,1,4,93
"3155","Qatar",25.3548,51.1839,2020-03-04,8,4,112
"3156","Ecuador",-1.8312,-78.1834,2020-03-04,10,3,43
"3157","Azerbaijan",40.1431,47.5769,2020-03-04,3,3,11
"3158","Armenia",40.0691,45.0382,2020-03-04,1,3,7
"3159","Dominican Republic",18.7357,-70.1627,2020-03-04,1,3,42
"3160","Indonesia",-0.7893,113.9213,2020-03-04,2,2,66
"3161","Portugal",39.3999,-8.2245,2020-03-04,5,2,111
"3162","Andorra",42.5063,1.5218,2020-03-04,1,2,4
"3163","Australia",-41.4545,145.9707,2020-03-04,1,38,9
"3164","Latvia",56.8796,24.6032,2020-03-04,1,2,81
"3165","Morocco",31.7917,-7.0926,2020-03-04,1,2,95
"3166","Saudi Arabia",24,45,2020-03-04,1,2,120
"3167","Senegal",14.4974,-14.4524,2020-03-04,4,2,121
"3168","Argentina",-38.4161,-63.6167,2020-03-04,1,1,6
"3169","Chile",-35.6751,-71.543,2020-03-04,1,1,28
"3170","Jordan",31.24,36.51,2020-03-04,1,1,75
"3171","Ukraine",48.3794,31.1656,2020-03-04,1,1,140
"3172","Hungary",47.1625,19.5033,2020-03-04,2,0,63
"3173","Australia",-12.4634,130.8456,2020-03-04,1,38,9
"3174","Liechtenstein",47.14,9.55,2020-03-04,1,0,83
"3175","Poland",51.9194,19.1451,2020-03-04,1,0,110
"3176","Tunisia",34,9,2020-03-04,1,0,138
"3177","Canada",51.2538,-85.3232,2020-03-04,20,38,25
"3178","Canada",52.9399,-73.5491,2020-03-04,1,38,25
"3179","US",35.4437,139.638,2020-03-04,45,42,144
"3180","China",30.9756,112.2707,2020-03-04,67332,42,29
"3181","Iran",32,53,2020-03-04,2922,14,67
"3182","Korea, South",36,128,2020-03-04,5621,42,78
"3183","France",46.2276,2.2137,2020-03-04,285,40,50
"3184","China",23.3417,113.4244,2020-03-04,1350,42,29
"3185","China",33.882,113.614,2020-03-04,1272,42,29
"3186","China",29.1832,120.0934,2020-03-04,1213,42,29
"3187","China",27.6104,111.7088,2020-03-04,1018,42,29
"3188","China",31.8257,117.2264,2020-03-04,990,42,29
"3189","China",27.614,115.7221,2020-03-04,935,42,29
"3190","China",36.3427,118.1498,2020-03-04,758,42,29
"3191","Cruise Ship",35.4437,139.638,2020-03-04,706,26,36
"3192","China",32.9711,119.455,2020-03-04,631,42,29
"3193","China",30.0572,107.874,2020-03-04,576,42,29
"3194","China",30.6171,102.7103,2020-03-04,538,42,29
"3195","China",47.862,127.7615,2020-03-04,480,42,29
"3196","Denmark",56.2639,9.5018,2020-03-04,10,6,41
"3197","China",40.1824,116.4142,2020-03-04,418,42,29
"3198","China",31.202,121.4491,2020-03-04,338,42,29
"3199","China",39.549,116.1306,2020-03-04,318,42,29
"3200","China",26.0789,117.9874,2020-03-04,296,42,29
"3201","China",23.8298,108.7881,2020-03-04,252,42,29
"3202","China",35.1917,108.8701,2020-03-04,245,42,29
"3203","China",24.974,101.487,2020-03-04,174,42,29
"3204","China",19.1959,109.7453,2020-03-04,168,42,29
"3205","China",26.8154,106.8748,2020-03-04,146,42,29
"3206","China",39.3054,117.323,2020-03-04,136,42,29
"3207","China",37.5777,112.2922,2020-03-04,133,42,29
"3208","China",37.8099,101.0583,2020-03-04,91,42,29
"3209","China",22.3,114.2,2020-03-04,105,42,29
"3210","China",41.2956,122.6085,2020-03-04,125,42,29
"3211","China",43.6661,126.1923,2020-03-04,93,42,29
"3212","Czechia",49.8175,15.473,2020-03-04,8,3,40
"3213","China",41.1129,85.2401,2020-03-04,76,42,29
"3214","China",44.0935,113.9448,2020-03-04,75,42,29
"3215","China",37.2692,106.1655,2020-03-04,75,42,29
"3216","Taiwan*",23.7,121,2020-03-04,42,42,134
"3217","Vietnam",16,108,2020-03-04,16,41,147
"3218","Russia",60,90,2020-03-04,3,33,115
"3219","China",35.7452,95.9956,2020-03-04,18,42,29
"3220","China",22.1667,113.55,2020-03-04,10,42,29
"3221","Denmark",61.8926,-6.9118,2020-03-04,1,6,41
"3222","China",31.6927,88.0924,2020-03-04,1,42,29
"3223","France",17.9,-62.8333,2020-03-04,3,40,50
"3224","United Kingdom",36.1408,-5.3536,2020-03-04,1,33,142
"3225","US",37.6017,-121.7195,2020-03-04,1,42,144
"3226","US",41.8882,-71.4774,2020-03-04,2,42,144
"3227","US",37.3541,-121.9552,2020-03-04,11,42,144
"3228","US",40.7128,-74.006,2020-03-04,1,42,144
"3229","US",42.3601,-71.0589,2020-03-04,1,42,144
"3230","US",37.8534,-121.9018,2020-03-04,1,42,144
"3231","US",33.7879,-117.8531,2020-03-04,3,42,144
"3232","US",42.1767,-71.1449,2020-03-04,1,42,144
"3233","US",33.2918,-112.4291,2020-03-04,1,42,144
"3234","US",35.8032,-78.5661,2020-03-04,1,42,144
"3235","US",41.122,-73.7949,2020-03-04,10,42,144
"3236","US",43.9088,-71.826,2020-03-04,2,42,144
"3237","US",27.9904,-82.3018,2020-03-04,2,42,144
"3238","US",39.0916,-120.8039,2020-03-04,2,42,144
"3239","US",37.563,-122.3255,2020-03-04,2,42,144
"3240","US",38.578,-122.9888,2020-03-04,1,42,144
"3241","US",45.775,-118.7606,2020-03-04,1,42,144
"3242","US",33.8034,-84.3963,2020-03-04,2,42,144
"3243","US",45.547,-123.1386,2020-03-04,2,42,144
"3244","US",48.033,-121.8339,2020-03-04,8,42,144
"3245","US",40.745,-123.8695,2020-03-04,1,42,144
"3246","US",38.4747,-121.3542,2020-03-04,2,42,144
"3247","US",32.7157,-117.1611,2020-03-04,2,42,144
"3248","US",36.5761,-120.9876,2020-03-04,2,42,144
"3249","US",34.0522,-118.2437,2020-03-04,7,42,144
"3250","US",47.6062,-122.3321,2020-03-04,31,42,144
"3251","US",41.7377,-87.6976,2020-03-04,4,42,144
"3252","United Kingdom",55.3781,-3.436,2020-03-04,85,33,142
"3253","Thailand",15,101,2020-03-05,47,43,135
"3254","Japan",36,138,2020-03-05,360,43,73
"3255","Singapore",1.2833,103.8333,2020-03-05,117,42,124
"3256","Nepal",28.1667,84.25,2020-03-05,1,40,97
"3257","Malaysia",2.5,112.5,2020-03-05,50,40,86
"3258","Canada",49.2827,-123.1207,2020-03-05,13,39,25
"3259","Australia",-33.8688,151.2093,2020-03-05,22,39,9
"3260","Australia",-37.8136,144.9631,2020-03-05,10,39,9
"3261","Australia",-28.0167,153.4,2020-03-05,13,39,9
"3262","Cambodia",11.55,104.9167,2020-03-05,1,38,23
"3263","Sri Lanka",7,81,2020-03-05,1,38,129
"3264","Germany",51,9,2020-03-05,482,38,53
"3265","Finland",64,26,2020-03-05,12,36,49
"3266","United Arab Emirates",24,54,2020-03-05,29,36,141
"3267","Philippines",13,122,2020-03-05,3,35,109
"3268","India",21,78,2020-03-05,30,35,65
"3269","Italy",43,12,2020-03-05,3858,34,71
"3270","Sweden",63,16,2020-03-05,94,34,132
"3271","Spain",40,-4,2020-03-05,259,33,128
"3272","Australia",-34.9285,138.6007,2020-03-05,5,39,9
"3273","Belgium",50.8333,4,2020-03-05,50,30,15
"3274","Egypt",26,30,2020-03-05,3,20,44
"3275","Lebanon",33.8547,35.8623,2020-03-05,16,13,82
"3276","Iraq",33,44,2020-03-05,35,10,68
"3277","Oman",21,57,2020-03-05,16,10,104
"3278","Afghanistan",33,65,2020-03-05,1,10,1
"3279","Bahrain",26.0275,50.55,2020-03-05,55,10,12
"3280","Kuwait",29.5,47.75,2020-03-05,58,10,80
"3281","Algeria",28.0339,1.6596,2020-03-05,12,9,3
"3282","Croatia",45.1,15.2,2020-03-05,10,9,35
"3283","Switzerland",46.8182,8.2275,2020-03-05,114,9,133
"3284","Austria",47.5162,14.5501,2020-03-05,41,9,10
"3285","Israel",31,35,2020-03-05,20,13,70
"3286","Pakistan",30.3753,69.3451,2020-03-05,5,8,105
"3287","Brazil",-14.235,-51.9253,2020-03-05,4,8,19
"3288","Georgia",42.3154,43.3569,2020-03-05,4,8,52
"3289","Greece",39.0742,21.8243,2020-03-05,31,8,55
"3290","North Macedonia",41.6086,21.7453,2020-03-05,1,8,101
"3291","Norway",60.472,8.4689,2020-03-05,87,8,102
"3292","Romania",45.9432,24.9668,2020-03-05,6,8,114
"3293","Estonia",58.5953,25.0136,2020-03-05,3,7,46
"3294","Netherlands",52.1326,5.2913,2020-03-05,82,7,98
"3295","San Marino",43.9424,12.4578,2020-03-05,21,7,119
"3296","Belarus",53.7098,27.9534,2020-03-05,6,6,14
"3297","Iceland",64.9631,-19.0208,2020-03-05,34,6,64
"3298","Lithuania",55.1694,23.8813,2020-03-05,1,6,84
"3299","Mexico",23.6345,-102.5528,2020-03-05,5,6,91
"3300","New Zealand",-40.9006,174.886,2020-03-05,3,6,99
"3301","Nigeria",9.082,8.6753,2020-03-05,1,6,100
"3302","Australia",-31.9505,115.8605,2020-03-05,3,39,9
"3303","Ireland",53.1424,-7.6921,2020-03-05,6,5,69
"3304","Luxembourg",49.8153,6.1296,2020-03-05,1,5,85
"3305","Monaco",43.7333,7.4167,2020-03-05,1,5,93
"3306","Qatar",25.3548,51.1839,2020-03-05,8,5,112
"3307","Ecuador",-1.8312,-78.1834,2020-03-05,13,4,43
"3308","Azerbaijan",40.1431,47.5769,2020-03-05,6,4,11
"3309","Armenia",40.0691,45.0382,2020-03-05,1,4,7
"3310","Dominican Republic",18.7357,-70.1627,2020-03-05,1,4,42
"3311","Indonesia",-0.7893,113.9213,2020-03-05,2,3,66
"3312","Portugal",39.3999,-8.2245,2020-03-05,8,3,111
"3313","Andorra",42.5063,1.5218,2020-03-05,1,3,4
"3314","Australia",-41.4545,145.9707,2020-03-05,1,39,9
"3315","Latvia",56.8796,24.6032,2020-03-05,1,3,81
"3316","Morocco",31.7917,-7.0926,2020-03-05,2,3,95
"3317","Saudi Arabia",24,45,2020-03-05,5,3,120
"3318","Senegal",14.4974,-14.4524,2020-03-05,4,3,121
"3319","Argentina",-38.4161,-63.6167,2020-03-05,1,2,6
"3320","Chile",-35.6751,-71.543,2020-03-05,4,2,28
"3321","Jordan",31.24,36.51,2020-03-05,1,2,75
"3322","Ukraine",48.3794,31.1656,2020-03-05,1,2,140
"3323","Hungary",47.1625,19.5033,2020-03-05,2,1,63
"3324","Australia",-12.4634,130.8456,2020-03-05,1,39,9
"3325","Liechtenstein",47.14,9.55,2020-03-05,1,1,83
"3326","Poland",51.9194,19.1451,2020-03-05,1,1,110
"3327","Tunisia",34,9,2020-03-05,1,1,138
"3328","Bosnia and Herzegovina",43.9159,17.6791,2020-03-05,2,0,18
"3329","Slovenia",46.1512,14.9955,2020-03-05,2,0,126
"3330","South Africa",-30.5595,22.9375,2020-03-05,1,0,127
"3331","Canada",51.2538,-85.3232,2020-03-05,22,39,25
"3332","Canada",52.9399,-73.5491,2020-03-05,2,39,25
"3333","US",35.4437,139.638,2020-03-05,45,43,144
"3334","China",30.9756,112.2707,2020-03-05,67466,43,29
"3335","Iran",32,53,2020-03-05,3513,15,67
"3336","Korea, South",36,128,2020-03-05,6088,43,78
"3337","France",46.2276,2.2137,2020-03-05,377,41,50
"3338","China",23.3417,113.4244,2020-03-05,1351,43,29
"3339","China",33.882,113.614,2020-03-05,1272,43,29
"3340","China",29.1832,120.0934,2020-03-05,1215,43,29
"3341","China",27.6104,111.7088,2020-03-05,1018,43,29
"3342","China",31.8257,117.2264,2020-03-05,990,43,29
"3343","China",27.614,115.7221,2020-03-05,935,43,29
"3344","China",36.3427,118.1498,2020-03-05,758,43,29
"3345","Cruise Ship",35.4437,139.638,2020-03-05,706,27,36
"3346","China",32.9711,119.455,2020-03-05,631,43,29
"3347","China",30.0572,107.874,2020-03-05,576,43,29
"3348","China",30.6171,102.7103,2020-03-05,539,43,29
"3349","China",47.862,127.7615,2020-03-05,481,43,29
"3350","Denmark",56.2639,9.5018,2020-03-05,10,7,41
"3351","China",40.1824,116.4142,2020-03-05,418,43,29
"3352","China",31.202,121.4491,2020-03-05,339,43,29
"3353","China",39.549,116.1306,2020-03-05,318,43,29
"3354","China",26.0789,117.9874,2020-03-05,296,43,29
"3355","China",23.8298,108.7881,2020-03-05,252,43,29
"3356","China",35.1917,108.8701,2020-03-05,245,43,29
"3357","China",24.974,101.487,2020-03-05,174,43,29
"3358","China",19.1959,109.7453,2020-03-05,168,43,29
"3359","China",26.8154,106.8748,2020-03-05,146,43,29
"3360","China",39.3054,117.323,2020-03-05,136,43,29
"3361","China",37.5777,112.2922,2020-03-05,133,43,29
"3362","China",37.8099,101.0583,2020-03-05,102,43,29
"3363","China",22.3,114.2,2020-03-05,105,43,29
"3364","China",41.2956,122.6085,2020-03-05,125,43,29
"3365","China",43.6661,126.1923,2020-03-05,93,43,29
"3366","Czechia",49.8175,15.473,2020-03-05,12,4,40
"3367","China",41.1129,85.2401,2020-03-05,76,43,29
"3368","China",44.0935,113.9448,2020-03-05,75,43,29
"3369","China",37.2692,106.1655,2020-03-05,75,43,29
"3370","Taiwan*",23.7,121,2020-03-05,44,43,134
"3371","Vietnam",16,108,2020-03-05,16,42,147
"3372","Russia",60,90,2020-03-05,4,34,115
"3373","China",35.7452,95.9956,2020-03-05,18,43,29
"3374","China",22.1667,113.55,2020-03-05,10,43,29
"3375","Denmark",61.8926,-6.9118,2020-03-05,1,7,41
"3376","China",31.6927,88.0924,2020-03-05,1,43,29
"3377","France",17.9,-62.8333,2020-03-05,3,41,50
"3378","United Kingdom",36.1408,-5.3536,2020-03-05,1,34,142
"3379","US",37.6017,-121.7195,2020-03-05,1,43,144
"3380","US",41.8882,-71.4774,2020-03-05,2,43,144
"3381","US",40.6546,-73.5594,2020-03-05,1,43,144
"3382","US",37.3541,-121.9552,2020-03-05,20,43,144
"3383","US",36.0796,-115.094,2020-03-05,1,43,144
"3384","US",29.5693,-95.8143,2020-03-05,1,43,144
"3385","US",47.1981,-119.3732,2020-03-05,1,43,144
"3386","US",30.769,-86.9824,2020-03-05,1,43,144
"3387","US",35.9179,-86.8622,2020-03-05,1,43,144
"3388","US",40.7128,-74.006,2020-03-05,4,43,144
"3389","US",42.3601,-71.0589,2020-03-05,1,43,144
"3390","US",40.9263,-74.077,2020-03-05,2,43,144
"3391","US",29.7752,-95.3103,2020-03-05,2,43,144
"3392","US",37.7749,-122.4194,2020-03-05,2,43,144
"3393","US",37.8534,-121.9018,2020-03-05,1,43,144
"3394","US",33.7879,-117.8531,2020-03-05,3,43,144
"3395","US",42.1767,-71.1449,2020-03-05,1,43,144
"3396","US",33.2918,-112.4291,2020-03-05,1,43,144
"3397","US",35.8032,-78.5661,2020-03-05,1,43,144
"3398","US",41.122,-73.7949,2020-03-05,18,43,144
"3399","US",43.9088,-71.826,2020-03-05,2,43,144
"3400","US",27.9904,-82.3018,2020-03-05,2,43,144
"3401","US",39.0916,-120.8039,2020-03-05,2,43,144
"3402","US",37.563,-122.3255,2020-03-05,2,43,144
"3403","US",38.578,-122.9888,2020-03-05,1,43,144
"3404","US",45.775,-118.7606,2020-03-05,1,43,144
"3405","US",33.8034,-84.3963,2020-03-05,2,43,144
"3406","US",45.547,-123.1386,2020-03-05,2,43,144
"3407","US",48.033,-121.8339,2020-03-05,18,43,144
"3408","US",40.745,-123.8695,2020-03-05,1,43,144
"3409","US",38.4747,-121.3542,2020-03-05,2,43,144
"3410","US",32.7157,-117.1611,2020-03-05,3,43,144
"3411","US",36.5761,-120.9876,2020-03-05,2,43,144
"3412","US",34.0522,-118.2437,2020-03-05,11,43,144
"3413","US",47.6062,-122.3321,2020-03-05,51,43,144
"3414","US",41.7377,-87.6976,2020-03-05,5,43,144
"3415","United Kingdom",55.3781,-3.436,2020-03-05,115,34,142
"3416","Thailand",15,101,2020-03-06,48,44,135
"3417","Japan",36,138,2020-03-06,420,44,73
"3418","Singapore",1.2833,103.8333,2020-03-06,130,43,124
"3419","Nepal",28.1667,84.25,2020-03-06,1,41,97
"3420","Malaysia",2.5,112.5,2020-03-06,83,41,86
"3421","Canada",49.2827,-123.1207,2020-03-06,21,40,25
"3422","Australia",-33.8688,151.2093,2020-03-06,26,40,9
"3423","Australia",-37.8136,144.9631,2020-03-06,10,40,9
"3424","Australia",-28.0167,153.4,2020-03-06,13,40,9
"3425","Cambodia",11.55,104.9167,2020-03-06,1,39,23
"3426","Sri Lanka",7,81,2020-03-06,1,39,129
"3427","Germany",51,9,2020-03-06,670,39,53
"3428","Finland",64,26,2020-03-06,15,37,49
"3429","United Arab Emirates",24,54,2020-03-06,29,37,141
"3430","Philippines",13,122,2020-03-06,5,36,109
"3431","India",21,78,2020-03-06,31,36,65
"3432","Italy",43,12,2020-03-06,4636,35,71
"3433","Sweden",63,16,2020-03-06,101,35,132
"3434","Spain",40,-4,2020-03-06,400,34,128
"3435","Australia",-34.9285,138.6007,2020-03-06,7,40,9
"3436","Belgium",50.8333,4,2020-03-06,109,31,15
"3437","Egypt",26,30,2020-03-06,15,21,44
"3438","Lebanon",33.8547,35.8623,2020-03-06,22,14,82
"3439","Iraq",33,44,2020-03-06,40,11,68
"3440","Oman",21,57,2020-03-06,16,11,104
"3441","Afghanistan",33,65,2020-03-06,1,11,1
"3442","Bahrain",26.0275,50.55,2020-03-06,60,11,12
"3443","Kuwait",29.5,47.75,2020-03-06,58,11,80
"3444","Algeria",28.0339,1.6596,2020-03-06,17,10,3
"3445","Croatia",45.1,15.2,2020-03-06,11,10,35
"3446","Switzerland",46.8182,8.2275,2020-03-06,214,10,133
"3447","Austria",47.5162,14.5501,2020-03-06,55,10,10
"3448","Israel",31,35,2020-03-06,37,14,70
"3449","Pakistan",30.3753,69.3451,2020-03-06,6,9,105
"3450","Brazil",-14.235,-51.9253,2020-03-06,13,9,19
"3451","Georgia",42.3154,43.3569,2020-03-06,4,9,52
"3452","Greece",39.0742,21.8243,2020-03-06,45,9,55
"3453","North Macedonia",41.6086,21.7453,2020-03-06,3,9,101
"3454","Norway",60.472,8.4689,2020-03-06,108,9,102
"3455","Romania",45.9432,24.9668,2020-03-06,9,9,114
"3456","Estonia",58.5953,25.0136,2020-03-06,10,8,46
"3457","Netherlands",52.1326,5.2913,2020-03-06,128,8,98
"3458","San Marino",43.9424,12.4578,2020-03-06,21,8,119
"3459","Belarus",53.7098,27.9534,2020-03-06,6,7,14
"3460","Iceland",64.9631,-19.0208,2020-03-06,43,7,64
"3461","Lithuania",55.1694,23.8813,2020-03-06,1,7,84
"3462","Mexico",23.6345,-102.5528,2020-03-06,6,7,91
"3463","New Zealand",-40.9006,174.886,2020-03-06,4,7,99
"3464","Nigeria",9.082,8.6753,2020-03-06,1,7,100
"3465","Australia",-31.9505,115.8605,2020-03-06,3,40,9
"3466","Ireland",53.1424,-7.6921,2020-03-06,18,6,69
"3467","Luxembourg",49.8153,6.1296,2020-03-06,2,6,85
"3468","Monaco",43.7333,7.4167,2020-03-06,1,6,93
"3469","Qatar",25.3548,51.1839,2020-03-06,8,6,112
"3470","Ecuador",-1.8312,-78.1834,2020-03-06,13,5,43
"3471","Azerbaijan",40.1431,47.5769,2020-03-06,6,5,11
"3472","Armenia",40.0691,45.0382,2020-03-06,1,5,7
"3473","Dominican Republic",18.7357,-70.1627,2020-03-06,2,5,42
"3474","Indonesia",-0.7893,113.9213,2020-03-06,4,4,66
"3475","Portugal",39.3999,-8.2245,2020-03-06,13,4,111
"3476","Andorra",42.5063,1.5218,2020-03-06,1,4,4
"3477","Australia",-41.4545,145.9707,2020-03-06,1,40,9
"3478","Latvia",56.8796,24.6032,2020-03-06,1,4,81
"3479","Morocco",31.7917,-7.0926,2020-03-06,2,4,95
"3480","Saudi Arabia",24,45,2020-03-06,5,4,120
"3481","Senegal",14.4974,-14.4524,2020-03-06,4,4,121
"3482","Argentina",-38.4161,-63.6167,2020-03-06,2,3,6
"3483","Chile",-35.6751,-71.543,2020-03-06,4,3,28
"3484","Jordan",31.24,36.51,2020-03-06,1,3,75
"3485","Ukraine",48.3794,31.1656,2020-03-06,1,3,140
"3486","Hungary",47.1625,19.5033,2020-03-06,2,2,63
